AREA;Regione;prov;2015_CodCom;NTN 2015 fino a 50 mq;NTN 2015 50 -| 85 mq;NTN 2015  85 -| 115 mq;NTN 2015 115 -| 145 mq;NTN 2015  oltre 145 mq;NTN 2015_TOTALE
Nord Ovest;Lombardia;VA;C273;0;4,92;3;1;4,5;13,42
Nord Ovest;Piemonte;AL;C274;0;1;0;0;0,75;1,75
Isole;Sicilia;AG;C275;5,2;15,18;8,54;17,63;11,22;57,77
Nord Ovest;Liguria;SV;C276;0;1;0;0;0;1
Sud;Abruzzo ;AQ;C278;0;0;0;0;0;0
Sud;Abruzzo ;AQ;C279;2,5;2;0;0;0,86;5,36
Sud;Campania;BN;C280;0;0;0;0,67;2;2,67
Nord Ovest;Valle d'Aosta;AO;C282;1;4,5;4;1;0;10,5
Sud;Campania;AV;C283;4;2;1;1;1;9
Sud;Campania;BN;C284;2;4,33;0;1;4,33;11,66
Sud;Calabria;RC;C285;11;16;5;3;0;35
Isole;Sicilia;TP;C286;18,22;40,59;48,57;42,69;36,07;186,14
Nord Est;Emilia-Romagna;MO;C287;2;10;21,01;15,66;12,33;61
Nord Est;Emilia-Romagna;PC;C288;2;7;8,66;6;15,84;39,5
Centro;Umbria;TR;C289;2;7;4,5;4,17;2;19,67
Nord Ovest;Lombardia;CR;C290;0;0;0;1;0;1
Sud;Campania;CE;C291;13;84,13;123,33;60,7;74,1;355,26
Nord Est;Emilia-Romagna;BO;C292;6;60,5;72,32;31,25;15,5;185,57
Nord Ovest;Lombardia;BS;C293;3;14,18;17;12,5;16,5;63,18
Nord Ovest;Valle d'Aosta;AO;C294;5;8,53;5;2,5;0;21,03
Nord Est;Emilia-Romagna;BO;C296;3;11,67;9,07;8,37;4,33;36,44
Isole;Sicilia;CT;C297;3,73;11;6,6;2;5,67;29
Sud;Abruzzo ;CH;C298;0;0;1;0;5,33;6,33
Nord Ovest;Lombardia;CO;C299;0;3;4;3;5;15
Nord Ovest;Lombardia;VA;C300;5;9,16;29,08;6,5;2,6;52,34
Sud;Calabria;CS;C301;0;1;2;3;3;9
Nord Ovest;Liguria;GE;C302;1;2;4;3,5;3,5;14
Centro;Toscana;LU;C303;0;1;0;1;3,38;5,38
Nord Ovest;Lombardia;LO;C304;1;5;12,5;1;4;23,5
Sud;Campania;SA;C306;0;1;4;1;1;7
Nord Ovest;Piemonte;TO;C307;2,5;8,84;10,5;11;27,04;59,88
Sud;Abruzzo ;PE;C308;1;0;1;0;1;3
Centro;Umbria;PG;C309;2;28,33;40,63;24,24;29,54;124,74
Centro;Toscana;GR;C310;8,9;46,38;21,98;14;17;108,26
Sud;Abruzzo ;TE;C311;0,92;1;3;1;0,17;6,09
Nord Ovest;Lombardia;MN;C312;8,5;45,25;82,79;32,58;39,4;208,52
Centro;Toscana;SI;C313;0;4,5;2;4;2;12,5
Nord Ovest;Piemonte;CN;C314;0;1;3;1;4;9
Centro;Lazio;VT;C315;1;0;2,75;2;3;8,75
Sud;Abruzzo ;TE;C316;0;1;1,22;5;1;8,22
Nord Ovest;Piemonte;CN;C317;0;1;1;1;7;10
Centro;Toscana;AR;C318;0;1;1,5;4,5;3,92;10,92
Centro;Toscana;AR;C319;2;25,5;20,5;15;15,55;78,55
Centro;Marche;AP;C321;0;0;2;1;3;6
Sud;Abruzzo ;TE;C322;0;0;2;1,3;4;7,3
Nord Ovest;Piemonte;CN;C323;0;0;1;1;0;2
Nord Ovest;Lombardia;BG;C324;7,51;37,32;17,62;3,75;4,93;71,13
Nord Ovest;Lombardia;SO;C325;1,5;5;2;1;2,5;12
Nord Est;Friuli- Venezia Giulia;UD;C327;0;1;3;3;10,97;17,97
Nord Ovest;Lombardia;LO;C329;1;11;7,5;9;5,5;34
Nord Ovest;Lombardia;BS;C330;0;2;1;0;3;6
Centro;Marche;AP;C331;0;2;0;2;0;4
Nord Ovest;Lombardia;BS;C332;1;10,06;21,5;15;16,89;64,45
Sud;Puglia;LE;C334;1;1;2;0;0;4
Sud;Puglia;LE;C335;0;1;1;1;1,95;4,95
Sud;Puglia;LE;C336;9;14,72;15;4;7,58;50,3
Nord Ovest;Lombardia;BG;C337;1;4;5,5;3,5;1;15
Centro;Lazio;FR;C338;0;1;0;1;3,67;5,67
Nord Est;Emilia-Romagna;FO;C339;6;10,03;15,66;9;10,43;51,12
Centro;Lazio;FR;C340;3;2;3;6;5,73;19,73
Isole;Sicilia;AG;C341;3,33;3,83;1;2;4;14,16
Isole;Sicilia;EN;C342;13,47;28,61;33,84;52,06;29,17;157,15
Nord Ovest;Lombardia;VA;C343;2;11,5;8,5;3;14;39
Isole;Sicilia;PA;C344;1;8;3,33;2,33;2,5;17,16
Sud;Basilicata;PZ;C345;1;2,42;0,5;0;2;5,92
Sud;Molise;CB;C346;0;2;1;0;0;3
Isole;Sicilia;ME;C347;0;0,5;2;1;0,5;4
Sud;Calabria;CS;C348;0;1;0;0;0;1
Sud;Calabria;CS;C349;7,83;13;17;23,67;29,83;91,33
Isole;Sicilia;CT;C351;252,52;482,32;591,31;390,85;318,12;2035,12
Sud;Calabria;CZ;C352;59,38;167,39;146,83;88,89;53,93;516,42
Isole;Sicilia;EN;C353;1;2;3;3,67;2,08;11,75
Sud;Abruzzo ;PE;C354;1,22;1;1;2;0;5,22
Isole;Sicilia;AG;C356;14;3;3;6;6;32
Nord Est;Emilia-Romagna;RN;C357;18,5;71,99;39,99;22,33;13;165,81
Sud;Campania;BN;C359;2;5;2;0;1,75;10,75
Nord Ovest;Lombardia;PV;C360;2;15;17;11,5;6,16;51,66
Sud;Campania;SA;C361;13,24;61,76;57,05;57,36;45,06;234,47
Nord Ovest;Lombardia;LO;C362;0;0;0;0,5;1;1,5
Nord Ovest;Piemonte;BI;C363;2;4,08;9;4;6,32;25,4
Nord Ovest;Piemonte;NO;C364;0;0;0;1;0;1
Nord Ovest;Piemonte;NO;C365;0;1;0;4;4;9
Nord Ovest;Piemonte;VB;C367;2;1;0;1;2;6
Nord Ovest;Piemonte;TO;C369;0;0;3;1;6;10
Nord Est;Veneto;VR;C370;1,5;41,67;33;13,8;18;107,97
Nord Ovest;Lombardia;CO;C374;1;2,5;3;8,83;10;25,33
Nord Ovest;Piemonte;CN;C375;0;0;1;0;1;2
Nord Ovest;Piemonte;CN;C376;0;2,33;11,83;8,83;15,43;38,42
Sud;Puglia;LE;C377;0;9,22;40,5;22,5;21,97;94,19
Nord Ovest;Piemonte;NO;C378;0;0;3;1;3;7
Nord Ovest;Lombardia;CO;C381;1;1;1;2;0;5
Nord Ovest;Lombardia;VA;C382;0;32;17;11;4,5;64,5
Nord Est;Veneto;VE;C383;1;16,5;16,5;16;18,5;68,5
Nord Est;Veneto;TV;C384;1;1;3;0;3;8
Nord Est;Friuli- Venezia Giulia;PN;C385;0;1;2;0;1;4
Nord Ovest;Piemonte;AL;C387;0;1;0;0;0,78;1,78
Nord Est;Veneto;VE;C388;122,92;350,76;144,22;46,55;31;695,45
Nord Est;Friuli- Venezia Giulia;UD;C389;0;0;1;2;0;3
Centro;Lazio;RM;C390;5,5;16,25;18,5;7;7,05;54,3
Nord Ovest;Lombardia;LO;C394;0;6;4,5;0;1;11,5
Nord Ovest;Lombardia;MI;C395;1;19;16,17;8,5;3;47,67
Nord Ovest;Lombardia;BG;C396;0;6;3;4;1;14
Nord Est;Emilia-Romagna;MO;C398;1;3;6;7;8,83;25,83
Nord Ovest;Piemonte;TO;C404;2;6;5;7;11,13;31,13
Nord Est;Emilia-Romagna;RE;C405;0;16;27,77;15,08;18,6;77,45
Nord Ovest;Lombardia;MN;C406;1;3;5;1;7,1;17,1
Centro;Toscana;AR;C407;2,5;28;14,33;15,5;11,8;72,13
Nord Ovest;Lombardia;BS;C408;1,13;9,5;14,13;11,8;15,1;51,66
Nord Ovest;Lombardia;VA;C409;0;1;0;1;2;4
Nord Ovest;Lombardia;BG;C410;0;1;7,5;1;2,5;12
Nord Est;Veneto;VR;C412;0;2;4;2;4;12
Centro;Lazio;FR;C413;7;11,5;19,8;13,33;18;69,63
Nord Ovest;Lombardia;PV;C414;0;0;2;0,5;1;3,5
Centro;Toscana;LI;C415;22,87;109,58;73,21;36,17;22,6;264,43
Nord Ovest;Lombardia;BS;C417;0;1;0;2,5;4;7,5
Nord Ovest;Lombardia;SO;C418;0;0;0;0;0;0
Isole;Sicilia;PA;C420;0;1;2;0;1;4
Isole;Sicilia;PA;C421;28,42;52,53;30,34;17,67;9,79;138,75
Nord Est;Veneto;VE;C422;0;10,78;7,5;5,5;9,84;33,62
Sud;Puglia;BR;C424;50,97;30,12;26,25;24,84;15,07;147,25
Sud;Abruzzo ;AQ;C426;9;13;3,87;2,5;5,17;33,54
Sud;Abruzzo ;CH;C428;0;2;0;1;1;4
Sud;Puglia;FG;C429;1;1;1;2;2,5;7,5
Sud;Calabria;CS;C430;0,8;3;2;2,66;2,66;11,12
Nord Ovest;Piemonte;AL;C432;0;0;0;0;0,66;0,66
Nord Ovest;Lombardia;CR;C435;0;0;0;0,5;1;1,5
Sud;Puglia;BA;C436;0;4,5;11;6,75;9;31,25
Sud;Calabria;CS;C437;0;0;2;3;0;5
Nord Ovest;Piemonte;AT;C438;0;0;0;2;3;5
Nord Ovest;Lombardia;BS;C439;1;4;6;12;18,67;41,67
Nord Ovest;Piemonte;AT;C440;0;0;0;0;4;4
Nord Ovest;Piemonte;CN;C441;0;3;0;0;1,25;4,25
Sud;Puglia;FG;C442;0;0;0;0;0;0
Nord Ovest;Liguria;SV;C443;12,1;39,66;20,22;6,35;5;83,33
Sud;Campania;SA;C444;0;0;2,13;1,91;0;4,04
Centro;Lazio;VT;C446;1;2;1,17;3;1;8,17
Centro;Lazio;VT;C447;1;5,65;0;3;0;9,65
Sud;Puglia;BR;C448;1;5;8,07;4;4,33;22,4
Sud;Abruzzo ;TE;C449;0;1,92;3,16;1;2;8,08
Nord Ovest;Piemonte;VC;C450;1;1;3;1;3,5;9,5
Sud;Calabria;CZ;C453;0;0;1;0;1;2
Nord Ovest;Lombardia;BG;C456;0;1;1;4;6;12
Nord Ovest;Lombardia;BG;C457;1,5;14;5,5;9;21,62;51,62
Nord Est;Veneto;BL;C458;2;7;5,67;0,5;1;16,17
Nord Ovest;Lombardia;BG;C459;1;9,71;9,5;9,5;4;33,71
Nord Est;Veneto;RO;C461;0;1;0;5;4;10
Nord Ovest;Liguria;SV;C463;0;5;5,92;4;3;17,92
Nord Ovest;Piemonte;CN;C466;0;4;13;12;11,22;40,22
Nord Est;Emilia-Romagna;FE;C469;6,25;58,63;67,19;37,08;45,21;214,36
Sud;Campania;SA;C470;8,71;14,51;12,67;2;2;39,89
Isole;Sicilia;EN;C471;7,11;8,67;6,5;3,67;3,17;29,12
Sud;Calabria;CZ;C472;0;1,75;1;2;0;4,75
Sud;Abruzzo ;PE;C474;2,67;14;21,5;11;12;61,17
Sud;Campania;BN;C476;3;3,58;3,5;0,2;5,75;16,03
Nord Ovest;Piemonte;VB;C478;1,5;0;1;1;1,5;5
Centro;Lazio;FR;C479;0,67;3;5,5;9;5,51;23,68
Isole;Sicilia;EN;C480;0;2;1,33;0,5;1,5;5,33
Nord Ovest;Liguria;GE;C481;0;3;6;6;4,17;19,17
Nord Ovest;Lombardia;CO;C482;0;1;0;1;2;4
Nord Ovest;Piemonte;NO;C483;2;11,5;15;13;7,84;49,34
Nord Ovest;Lombardia;PV;C484;1;16,5;13;1,5;2;34
Sud;Campania;SA;C485;0,92;3,67;1,17;0,67;1;7,43
Sud;Molise;CB;C486;3;1;1,5;0;3;8,5
Nord Ovest;Piemonte;TO;C487;0;1;3;4;2;10
Sud;Molise;CB;C488;1;1;2;0;0;4
Sud;Calabria;CS;C489;3,52;2;1,67;2;0;9,19
Sud;Abruzzo ;AQ;C492;5;2;0;1;0;8
Nord Ovest;Lombardia;SO;C493;0;2;0;1,83;0;3,83
Nord Est;Friuli- Venezia Giulia;UD;C494;0;1;1;0;2,67;4,67
Sud;Campania;NA;C495;7,15;20,66;27;17,86;11;83,67
Isole;Sicilia;PA;C496;1;9;5;4;4;23
Nord Ovest;Piemonte;TO;C497;2;8,53;2,11;0;2;14,64
Nord Est;Veneto;VR;C498;0;25;43,17;32,27;49,82;150,26
Nord Est;Veneto;RO;C500;0,5;2;4,5;2,03;10,07;19,1
Nord Ovest;Lombardia;MN;C502;0;2;0;2;1,67;5,67
Nord Ovest;Piemonte;AL;C503;0;0;0;0;3;3
Nord Ovest;Piemonte;CN;C504;0;1;2;0;7;10
Nord Ovest;Piemonte;TO;C505;5;3;1;1;0;10
Nord Ovest;Lombardia;BG;C506;7,5;3,33;3;5;0,5;19,33
Nord Ovest;Piemonte;AL;C507;0;0;0;0;1;1
Nord Ovest;Lombardia;PV;C508;0;0;0;0,5;0;0,5
Nord Ovest;Lombardia;PV;C509;0;1;0;1;0,5;2,5
Nord Ovest;Liguria;SV;C510;43,33;62,17;13,5;6,5;3;128,5
Nord Ovest;Liguria;IM;C511;8;2;4;1;0;15
Nord Ovest;Lombardia;MI;C512;0;15,5;14,5;8,5;4,33;42,83
Nord Est;Emilia-Romagna;PC;C513;0;0;0;0;1;1
Sud;Puglia;FG;C514;64,47;74,46;93,06;61;34,83;327,82
Sud;Calabria;CS;C515;0;3;3;3;4;13
Nord Ovest;Lombardia;CO;C516;3;14,5;20,25;12;10,33;60,08
Sud;Abruzzo ;TE;C517;4,67;1;0;1;2;8,67
Centro;Lazio;RM;C518;1,71;6,6;4;2,5;0;14,81
Nord Ovest;Lombardia;CO;C520;7;14,05;19,38;4;23;67,43
Nord Ovest;Lombardia;LC;C521;1;10;8,01;5,5;6;30,51
Nord Ovest;Lombardia;MI;C523;17;137,17;168,7;92;53;467,87
Centro;Marche;AN;C524;0;1,5;2;1,87;4;9,37
Sud;Campania;BN;C525;6;1;2;1,5;1,67;12,17
Nord Ovest;Piemonte;BI;C526;0;0;1;1;0;2
Centro;Umbria;PG;C527;0,5;4;2;2;2;10,5
Nord Ovest;Piemonte;AT;C528;0;0;0;0;0;0
Centro;Toscana;FI;C529;2,5;16,5;16,5;10,5;12,75;58,75
Nord Ovest;Piemonte;CN;C530;0;0;0;2;3;5
Nord Ovest;Piemonte;AL;C531;0;3;0;1;2;6
Nord Ovest;Piemonte;BI;C532;0;1;3;1,34;5,34;10,68
Nord Ovest;Piemonte;AT;C533;0;0;0;1;2;3
Sud;Molise;IS;C534;0;1;0;0,06;0;1,06
Nord Ovest;Lombardia;MI;C536;1;7;14,5;12,5;8,75;43,75
Nord Ovest;Lombardia;MI;C537;5,5;29,5;27,67;12,83;20,38;95,88
Nord Est;Veneto;VR;C538;1;5;8;1;5;20
Sud;Basilicata;PZ;C539;0;2;0;0;0;2
Centro;Toscana;FI;C540;6;30,5;44,78;22,05;14,33;117,66
Nord Ovest;Lombardia;PV;C541;2;17,5;20;2;10;51,5
Sud;Calabria;CZ;C542;0;0;1;1;2;4
Centro;Lazio;RM;C543;5;3;0;0;1;9
Nord Est;Veneto;PD;C544;1;11;6,5;10,1;4,5;33,1
Centro;Lazio;FR;C545;3;6;4;5;8;26
Nord Ovest;Piemonte;CN;C547;0;9,5;10,78;3,33;7;30,61
Nord Ovest;Piemonte;VC;C548;0;0;2;1;1;4
Nord Ovest;Lombardia;BS;C549;0;0;1;0;0;1
Nord Ovest;Piemonte;CN;C550;1;3;6;3;8;21
Nord Ovest;Lombardia;PV;C551;0;0;2;0;4;6
Centro;Lazio;RM;C552;31,17;131,88;88,42;59,85;57,26;368,58
Nord Est;Emilia-Romagna;RA;C553;55,5;199,11;99,04;34,67;23,5;411,82
Sud;Calabria;CS;C554;0;0;0;1;0;1
Nord Ovest;Lombardia;LO;C555;0;3,5;4,5;3,5;2,95;14,45
Sud;Campania;AV;C557;10,78;10,96;8,56;8,5;11,67;50,47
Sud;Campania;CE;C558;3;3;0,33;2;4,58;12,91
Nord Ovest;Liguria;IM;C559;6;15,91;2;1;1;25,91
Sud;Calabria;CS;C560;0;1,5;0;2,5;1;5
Sud;Campania;CE;C561;1,66;6,33;8,5;16;12,33;44,82
Nord Est;Veneto;BL;C562;0,67;4;3;4,13;5,5;17,3
Nord Ovest;Lombardia;LC;C563;0;3;2,5;5;1;11,5
Nord Ovest;Piemonte;TO;C564;27;33,5;3,5;6;2;72
Nord Ovest;Lombardia;MI;C565;16,5;89,17;47,94;7,06;3,5;164,17
Nord Ovest;Lombardia;MI;C566;21;134,25;88,09;47,55;26,28;317,17
Nord Ovest;Piemonte;VB;C567;0;0;1;0;1;2
Isole;Sicilia;ME;C568;0;4;1;0;1;6
Nord Ovest;Lombardia;MI;C569;5,78;58,58;38;24,25;9,5;136,11
Nord Est;Emilia-Romagna;FO;C573;30,41;166,15;220,43;103,11;119,08;639,18
Nord Est;Emilia-Romagna;FO;C574;48,17;104,48;51,15;23,84;17,69;245,33
Sud;Campania;AV;C576;0;3;5;2;4;14
Nord Est;Veneto;BL;C577;0;7;7,3;4;8,45;26,75
Nord Ovest;Liguria;IM;C578;0;0;0;1;1;2
Nord Est;Veneto;TV;C580;0;6,5;4,5;4;4,75;19,75
Sud;Calabria;VV;C581;1;0;2;3;0;6
Centro;Marche;MC;C582;1;0;1,5;0;3,5;6
Nord Ovest;Piemonte;AT;C583;0;0;0;2;0;2
Sud;Campania;SA;C584;0;5;1;0;1;7
Nord Ovest;Lombardia;BS;C585;0;0;0;0;1;1
Centro;Toscana;SI;C587;2;1;2,5;5,16;8;18,66
Sud;Calabria;CS;C588;3,89;10,78;6;6;4,28;30,95
Nord Ovest;Piemonte;CN;C589;0;9,59;10,5;5;7,17;32,26
Nord Ovest;Lombardia;BS;C591;2,5;4,86;3;0,5;0,5;11,36
Nord Ovest;Valle d'Aosta;AO;C593;4;1;1;0;0;6
Nord Ovest;Valle d'Aosta;AO;C594;0;6;1;0;0,67;7,67
Nord Ovest;Valle d'Aosta;AO;C595;0;1;2;1;0;4
Nord Ovest;Valle d'Aosta;AO;C596;0;2;0;0;0;2
Nord Ovest;Valle d'Aosta;AO;C598;3,5;7,5;5;0;2,67;18,67
Nord Ovest;Piemonte;CN;C599;11;29;19;11,5;24;94,5
Isole;Sardegna;SS;C600;0;0;2;0;1;3
Nord Ovest;Piemonte;TO;C604;1;5,33;7;2,16;0,5;15,99
Nord Est;Veneto;VI;C605;2,5;13;32,5;12,49;11,66;72,15
Sud;Campania;AV;C606;0;1;0;0;0;1
Centro;Toscana;SI;C608;3;15;12,84;9;8;47,84
Centro;Toscana;PI;C609;0;7;0,5;0;4;11,5
Nord Ovest;Piemonte;TO;C610;2,33;2;4;2;4;14,33
Isole;Sicilia;RG;C612;6,99;5,67;9;11;6;38,66
Isole;Sardegna;SS;C613;2;1,5;2;2;1,3;8,8
Nord Est;Veneto;TV;C614;0;2;5;2;5;14
Centro;Marche;AN;C615;3;35,88;28,96;17,44;11,72;97
Sud;Calabria;CZ;C616;4;6,47;2;3;3;18,47
Nord Ovest;Lombardia;BS;C618;4,09;19,25;22,54;28,17;41,18;115,23
Sud;Basilicata;PZ;C619;2;2;4,25;1,25;3,67;13,17
Sud;Molise;IS;C620;0;0;1;0;0,75;1,75
Nord Ovest;Liguria;GE;C621;26,13;89,26;87,55;78,42;22,09;303,45
Nord Ovest;Lombardia;SO;C623;4;28,07;27,92;14,75;8,33;83,07
Nord Ovest;Piemonte;TO;C624;0;4;2;1;4,5;11,5
Nord Ovest;Piemonte;TO;C627;12,5;98,5;100;54,89;57,5;323,39
Nord Ovest;Lombardia;SO;C628;25,77;26,49;6,5;3;1;62,76
Nord Ovest;Piemonte;TO;C629;0;1;0;2;0;3
Nord Est;Veneto;BL;C630;0;0;1;1;3;5
Centro;Toscana;PT;C631;0;3;5,5;4;9;21,5
Sud;Abruzzo ;CH;C632;12,01;82,42;96,97;63,42;53,89;308,71
Sud;Puglia;FG;C633;0;2;0;0;2,5;4,5
Nord Ovest;Lombardia;CR;C634;0;7,75;2,5;3,67;3;16,92
Nord Ovest;Lombardia;BG;C635;2;4;10;6,4;5;27,4
Nord Ovest;Lombardia;PV;C637;2;7;5,75;7,5;9,5;31,75
Nord Est;Veneto;VE;C638;91,49;149,49;115;75,61;37,25;468,84
Nord Ovest;Piemonte;TO;C639;9,5;7;4;0;1;21,5
Nord Est;Friuli- Venezia Giulia;PN;C640;0;3;6;3;12,17;24,17
Centro;Toscana;AR;C648;1;0;0;1;2;4
Nord Ovest;Lombardia;BG;C649;0;4,5;19,5;3,3;10;37,3
Nord Est;Veneto;VI;C650;0;0;1;0;2,83;3,83
Nord Ovest;Lombardia;SO;C651;0;0,22;3,44;1;1,22;5,88
Nord Ovest;Piemonte;CN;C653;7;8,5;8;6;10,11;39,61
Isole;Sicilia;PA;C654;4,75;2;5;3;2;16,75
Nord Ovest;Piemonte;TO;C655;3;1;3;2,5;0,5;10
Nord Est;Friuli- Venezia Giulia;UD;C656;0,73;2,03;1;0;2,7;6,46
Nord Ovest;Liguria;IM;C657;1;2;2;0;2,5;7,5
Nord Ovest;Piemonte;AT;C658;0;0;0;1;1;2
Sud;Campania;AV;C659;0;2;2,5;4;3,67;12,17
Nord Ovest;Liguria;IM;C660;0;0;1;0;0;1
Centro;Toscana;SI;C661;1;10,5;3,5;2,5;6;23,5
Centro;Toscana;SI;C662;1;16;16,42;11,88;12;57,3
Centro;Toscana;AR;C663;1;3;6;1,5;2,5;14
Nord Ovest;Piemonte;TO;C665;12;105,33;73,17;42,44;29,9;262,84
Isole;Sicilia;AG;C668;3;12;8,3;7,5;9,85;40,65
Nord Est;Emilia-Romagna;RE;C669;1;9;11,5;4;7,89;33,39
Nord Est;Veneto;TV;C670;0;6;8,9;5,67;15,5;36,07
Nord Est;Veneto;BL;C672;0;1;2;0;1;4
Nord Ovest;Liguria;GE;C673;0,5;2,5;1,64;8,5;3,55;16,69
Sud;Calabria;CZ;C674;2;1;0;1;0;4
Sud;Campania;NA;C675;4,11;10;15,33;11,55;16,22;57,21
Sud;Campania;SA;C676;1,8;0,9;1;3;0,99;7,69
Centro;Lazio;RM;C677;3;2,75;2;2;2;11,75
Nord Ovest;Lombardia;CR;C678;0;0;0;0;1;1
Nord Ovest;Piemonte;TO;C679;0;0;0;0;0;0
Nord Ovest;Piemonte;VC;C680;0;3;3,5;8;7;21,5
Nord Ovest;Piemonte;CN;C681;0;0;0;0;0,67;0,67
Nord Ovest;Lombardia;PV;C684;0;1,75;1,17;1;3;6,92
Nord Ovest;Lombardia;BS;C685;0;0;0;0;2,89;2,89
Nord Ovest;Lombardia;PV;C686;0;21,17;18,5;5,5;6,42;51,59
Nord Est;Veneto;TV;C689;0;2;10;3;5;20
Nord Ovest;Lombardia;BS;C691;0;2;0;1;0;3
Sud;Calabria;RC;C695;0;0;1;1;0;2
Isole;Sicilia;PA;C696;0;2,11;4,17;3;4;13,28
Sud;Campania;NA;C697;4;4;5;2,5;6;21,5
Nord Ovest;Lombardia;BS;C698;0;0;3;0;1;4
Nord Est;Friuli- Venezia Giulia;PN;C699;0;0;0;3;0;3
Nord Ovest;Piemonte;AT;C701;0;1,5;0;1;2,25;4,75
Centro;Lazio;RM;C702;2;1,44;1;0;1;5,44
Nord Ovest;Lombardia;CR;C703;0;0;1,5;2;4;7,5
Centro;Marche;MC;C704;2;7,5;6,83;7;16,5;39,83
Centro;Toscana;GR;C705;1;4;10;5,75;4,5;25,25
Nord Ovest;Lombardia;MI;C707;85,95;292,52;137,03;48,89;21,5;585,89
Isole;Sicilia;PA;C708;4,25;8,18;9;11;14,17;46,6
Nord Ovest;Lombardia;SO;C709;1;0;1;0;0;2
Sud;Calabria;RC;C710;1;6,5;3;3;1,67;15,17
Nord Ovest;Piemonte;TO;C711;0;0;0;1;0;1
Nord Est;Veneto;PD;C713;0;1;2,17;0;5,23;8,4
Nord Est;Veneto;VE;C714;0;0;5;4,5;7;16,5
Nord Ovest;Piemonte;TO;C715;0;0;0;0;2;2
Sud;Campania;CE;C716;1;0;0;0;0;1
Nord Ovest;Liguria;IM;C718;9,5;9;5,33;4;0;27,83
Sud;Campania;BN;C719;0;0;0;1;4,33;5,33
Nord Ovest;Piemonte;TO;C722;9,5;51,83;46,72;20,71;16;144,76
Sud;Basilicata;MT;C723;5;0;0;3;0;8
Nord Ovest;Lombardia;CO;C724;0;5;3;2;5;15
Sud;Calabria;KR;C725;1;0;0;0;1;2
Sud;Calabria;KR;C726;4,43;15,17;19;11;9,49;59,09
Nord Ovest;Lombardia;BG;C728;3;11,5;19,3;9;3,5;46,3
Nord Ovest;Liguria;SV;C729;2;5;1;2;0;10
Nord Ovest;Lombardia;BG;C730;6;12;9;9,85;6;42,85
Nord Ovest;Lombardia;VA;C732;1;21,5;27,17;10,5;12,9;73,07
Nord Ovest;Lombardia;MI;C733;0;18,5;15;9;9,5;52
Nord Est;Veneto;VI;C734;0;5;0,33;3;3,33;11,66
Nord Est;Veneto;TV;C735;1;6;4;0,44;12,5;23,94
Nord Ovest;Piemonte;CN;C738;1;1;0;1;1;4
Nord Ovest;Piemonte;AT;C739;1;3;1,5;1,67;3,67;10,84
Centro;Lazio;LT;C740;7;42,17;61,47;25,83;19,75;156,22
Sud;Puglia;BR;C741;6,89;15,5;10;17,99;5;55,38
Centro;Umbria;PG;C742;1;1,38;3;3;4;12,38
Nord Est;Veneto;PD;C743;3;19;23;19,5;30,92;95,42
Centro;Umbria;PG;C744;2;13;8,4;8;16,17;47,57
Centro;Umbria;PG;C745;13;44,17;71,06;59,5;47,03;234,76
Centro;Lazio;RI;C746;4;6;7,17;6;6,5;29,67
Sud;Calabria;RC;C747;15;7;7,33;4,2;5;38,53
Centro;Lazio;RI;C749;0;1;0;0;0;1
Sud;Abruzzo ;PE;C750;0,71;25;28,5;12,67;22,33;89,21
Nord Ovest;Lombardia;VA;C751;0;4,5;8,16;2;7,5;22,16
Nord Ovest;Lombardia;LC;C752;1;2,83;4,49;6;0,75;15,07
Nord Ovest;Liguria;IM;C755;5;7;0;1;1;14
Nord Ovest;Piemonte;VC;C757;0;0;1;1,5;0;2,5
Nord Est;Friuli- Venezia Giulia;UD;C758;0;9;26,03;12,5;23;70,53
Nord Ovest;Lombardia;BG;C759;0;6,27;4;5,33;8,43;24,03
Nord Ovest;Lombardia;BS;C760;0;2;2,5;3,2;1;8,7
Sud;Calabria;CS;C763;3;2;1,2;2,2;2;10,4
Sud;Molise;CB;C764;1;1;2;0,75;0;4,75
Centro;Lazio;VT;C765;10;24,33;31,01;17,5;13,33;96,17
Sud;Abruzzo ;AQ;C766;1;2,5;1;1;2,06;7,56
Centro;Lazio;RM;C767;8;20,77;17,5;7;13;66,27
Sud;Abruzzo ;CH;C768;0;1;0;0;0;1
Sud;Molise;IS;C769;2,67;2;1;1,67;1;8,34
Centro;Marche;MC;C770;20;107,74;92,55;60,28;27,09;307,66
Sud;Abruzzo ;PE;C771;0;1;0;0;0;1
Sud;Molise;CB;C772;1;0;0;0;0;1
Centro;Lazio;RM;C773;28,5;144,09;118,51;62,67;32,91;386,68
Centro;Toscana;AR;C774;7;14,33;11;6,17;14,11;52,61
Sud;Abruzzo ;CH;C776;0;0;0;0;1;1
Nord Est;Emilia-Romagna;FO;C777;0;5;6,84;9;4,92;25,76
Sud;Abruzzo ;AQ;C778;1;0,5;2;0;1;4,5
Sud;Abruzzo ;PE;C779;0;1;1;1;1;4
Centro;Lazio;VT;C780;6,5;3;1;0;2;12,5
Sud;Abruzzo ;TE;C781;0;1;3,42;6;6,28;16,7
Centro;Toscana;GR;C782;4;6;3,5;4;3;20,5
Sud;Abruzzo ;AQ;C783;1,56;2;4;2;1,61;11,17
Centro;Lazio;RM;C784;1;14,01;4,5;1;0;20,51
Nord Ovest;Lombardia;SO;C785;4;7;6;3;1;21
