AREA;Regione;prov;2013_CodCom;NTN 2013 fino a 50 mq;NTN 2013 50 -| 85 mq;NTN 2013 85 -| 115 mq;NTN 2013 115 -| 145 mq;NTN 2013 oltre 145 mq;NTN 2013
Nord Ovest;Lombardia;BS;C293;7;17;16,5;17,36;23,02;80,88
Nord Ovest;Valle d'Aosta;AO;C294;6,88;6,13;10,5;2;1;26,51
Nord Est;Emilia-Romagna;BO;C296;2;7,5;6,39;8;6,6;30,49
Isole;Sicilia;CT;C297;1;8,5;6;4;4;23,5
Sud;Abruzzo ;CH;C298;1;1;4;0;3;9
Nord Ovest;Lombardia;CO;C299;2;3,66;2;0;2;9,66
Nord Ovest;Lombardia;VA;C300;1;20;19,38;7;4,38;51,76
Sud;Calabria;CS;C301;0;2;1,6;1;1;5,6
Nord Ovest;Liguria;GE;C302;0;5;2,36;1;3,38;11,74
Centro;Toscana;LU;C303;1;1,5;5,92;2;4;14,42
Nord Ovest;Lombardia;LO;C304;0;11,69;9,33;5,13;0,67;26,82
Sud;Campania;SA;C306;0;4;2;1;0;7
Nord Ovest;Piemonte;TO;C307;1;12,5;15;5;18,7;52,2
Sud;Abruzzo ;PE;C308;1;1;0,17;0;1;3,17
Centro;Umbria;PG;C309;8;31,6;25,5;9,5;23,14;97,74
Centro;Toscana;GR;C310;9,07;36,77;22,67;10,33;11,33;90,17
Sud;Abruzzo ;TE;C311;0;2;3;1;0;6
Nord Ovest;Lombardia;MN;C312;4;26,5;49,3;12,3;22,83;114,93
Centro;Toscana;SI;C313;2;5;13,67;5;1;26,67
Nord Ovest;Piemonte;CN;C314;0;0;2;3;4;9
Centro;Lazio;VT;C315;1,5;2,5;1;1;3,5;9,5
Sud;Abruzzo ;TE;C316;1;5,5;1;2;2,06;11,56
Nord Ovest;Piemonte;CN;C317;0;2;0;0;3,88;5,88
Centro;Toscana;AR;C318;2;2,34;5;4,5;7,5;21,34
Centro;Toscana;AR;C319;1,17;19;19,39;9,75;14,33;63,64
Centro;Marche;AP;C321;1,83;2,89;1,33;1,5;2,74;10,29
Sud;Abruzzo ;TE;C322;0;2;0;0;4;6
Nord Ovest;Piemonte;CN;C323;0;0;0;0;2,83;2,83
Nord Ovest;Lombardia;BG;C324;7,9;39,3;23;10;2;82,2
Nord Ovest;Lombardia;SO;C325;1,5;1;2,33;1;0;5,83
Nord Est;Friuli- Venezia Giulia;UD;C327;0;0;2,08;1;7,25;10,33
Nord Ovest;Lombardia;LO;C329;0,5;11,34;4,33;2;2,44;20,61
Nord Ovest;Lombardia;BS;C330;1;0;4,75;1,5;6;13,25
Centro;Marche;AP;C331;1;3;1;3;0;8
Nord Ovest;Lombardia;BS;C332;0;4;7;20,67;14,39;46,06
Sud;Puglia;LE;C334;0;1,5;5,58;2,38;3;12,46
Sud;Puglia;LE;C335;0;1;0;5;1,41;7,41
Sud;Puglia;LE;C336;4,88;16,45;7,5;2,2;2,5;33,53
Nord Ovest;Lombardia;BG;C337;2;2,33;3;1;0;8,33
Centro;Lazio;FR;C338;1;3,75;1;2,5;1;9,25
Nord Est;Emilia-Romagna;FO;C339;3,5;9,75;6,25;4,67;6,33;30,5
Centro;Lazio;FR;C340;0;1;0;3;5;9
Isole;Sicilia;AG;C341;6;3;3,67;1,17;6;19,84
Isole;Sicilia;EN;C342;9,78;27,44;33,39;76,92;28,96;176,49
Nord Ovest;Lombardia;VA;C343;0;6;8,43;5,27;6,1;25,8
Isole;Sicilia;PA;C344;3,59;4,3;5;1;1,25;15,14
Sud;Basilicata;PZ;C345;2,67;4,55;3;0;2;12,22
Sud;Molise;CB;C346;0;1;3;0;1,53;5,53
Isole;Sicilia;ME;C347;0;0;1,78;1,5;3;6,28
Sud;Calabria;CS;C348;0;0;0;0;0;0
Sud;Calabria;CS;C349;5,67;15;16,5;21,33;15;73,5
Isole;Sicilia;CT;C351;251,01;501,56;463,43;354,88;231,42;1802,3
Sud;Calabria;CZ;C352;81,22;123,42;117,08;89,66;70;481,38
Isole;Sicilia;EN;C353;1,5;4,5;1;0;2;9
Sud;Abruzzo ;PE;C354;0;1;1;0;1;3
Isole;Sicilia;AG;C356;11,78;10;2,5;4;2,5;30,78
Nord Est;Emilia-Romagna;RN;C357;20,03;56,6;32,65;18,57;8,73;136,58
Sud;Campania;BN;C359;5,88;0,13;1;1,52;1;9,53
Nord Ovest;Lombardia;PV;C360;2;20,36;27,5;10,5;4;64,36
Sud;Campania;SA;C361;16,33;37,48;40,08;42,6;33,77;170,26
Nord Ovest;Lombardia;LO;C362;0;1,75;1;4,5;0;7,25
Nord Ovest;Piemonte;BI;C363;0;3;9,75;2;4,33;19,08
Nord Ovest;Piemonte;NO;C364;0;0;0;0;0;0
Nord Ovest;Piemonte;NO;C365;0;0;2;2;1;5
Nord Ovest;Piemonte;VB;C367;0;2,33;1;0;1;4,33
Nord Ovest;Piemonte;TO;C369;0;1;5;0;5;11
Nord Est;Veneto;VR;C370;2,67;17;19,17;4;10,84;53,68
Nord Ovest;Lombardia;CO;C374;1;11;12;5,67;5,17;34,84
Nord Ovest;Piemonte;CN;C375;0;1;0;0;5;6
Nord Ovest;Piemonte;CN;C376;1;9,5;6,38;7;13,3;37,18
Sud;Puglia;LE;C377;2;22;44,93;32,5;26,83;128,26
Nord Ovest;Piemonte;NO;C378;0;1;2;3;2,5;8,5
Nord Ovest;Lombardia;CO;C381;0;0;0;0;0;0
Nord Ovest;Lombardia;VA;C382;3;14,84;10;4,67;8,25;40,76
Nord Est;Veneto;VE;C383;2;9,75;24,91;15,73;14,76;67,15
Nord Est;Veneto;TV;C384;0,03;9;1;0;2;12,03
Nord Est;Friuli- Venezia Giulia;PN;C385;0;1;0;0,5;1;2,5
Nord Ovest;Piemonte;AL;C387;0;0;3;0;5,5;8,5
Nord Est;Veneto;VE;C388;86,72;312,91;111,74;37,5;19,19;568,06
Nord Est;Friuli- Venezia Giulia;UD;C389;0;1;0;0;3;4
Centro;Lazio;RM;C390;6,33;23,13;12,67;4,84;7,5;54,47
Nord Ovest;Lombardia;LO;C394;1;3,5;1,5;2,1;2;10,1
Nord Ovest;Lombardia;MI;C395;8,5;30,7;27;5;6,5;77,7
Nord Ovest;Lombardia;BG;C396;0;6;6;8,5;5;25,5
Nord Est;Emilia-Romagna;MO;C398;0;8,67;12;9;7,5;37,17
Nord Ovest;Piemonte;TO;C404;0,44;12,5;5,67;11,5;9,58;39,69
Nord Est;Emilia-Romagna;RE;C405;1;13,5;18,5;6,75;10,66;50,41
Nord Ovest;Lombardia;MN;C406;0;4;0;4,5;4,16;12,66
Centro;Toscana;AR;C407;0,5;15,25;21,5;8,5;9,5;55,25
Nord Ovest;Lombardia;BS;C408;1;8,9;19;7;14,5;50,4
Nord Ovest;Lombardia;VA;C409;1;0,54;2;1,25;0,5;5,29
Nord Ovest;Lombardia;BG;C410;0;2;2;1;1;6
Nord Est;Veneto;VR;C412;0,5;1;0,5;2;5,83;9,83
Centro;Lazio;FR;C413;3,5;9,75;11,5;8;21,67;54,42
Nord Ovest;Lombardia;PV;C414;0;1;0;0;0;1
Centro;Toscana;LI;C415;21,75;81,66;40,34;38,5;13;195,25
Nord Ovest;Lombardia;BS;C417;0;4,25;0;0;0,5;4,75
Nord Ovest;Lombardia;SO;C418;0;2;1;0;0;3
Isole;Sicilia;PA;C420;0;1;1;0;1;3
Isole;Sicilia;PA;C421;23,32;47,95;23,68;10,87;3,5;109,32
Nord Est;Veneto;VE;C422;0;6;6;6,67;3,67;22,34
Sud;Puglia;BR;C424;52,53;20;23,75;19,5;14,2;129,98
Sud;Abruzzo ;AQ;C426;3;7,69;5,5;1;5;22,19
Sud;Abruzzo ;CH;C428;1;1;0,67;1;0;3,67
Sud;Puglia;FG;C429;0;0,22;1;0,22;0;1,44
Sud;Calabria;CS;C430;1;3;1;2;2;9
Nord Ovest;Piemonte;AL;C432;0;0,92;0;0;0,5;1,42
Nord Ovest;Lombardia;CR;C435;0;0;0;0;0,17;0,17
Sud;Puglia;BA;C436;0;10;8,89;6;3;27,89
Sud;Calabria;CS;C437;0;1;2;2;0;5
Nord Ovest;Piemonte;AT;C438;0;0;0;0;2;2
Nord Ovest;Lombardia;BS;C439;4,5;3;3,02;3,67;5,5;19,69
Nord Ovest;Piemonte;AT;C440;0;0;1;0;1,75;2,75
Nord Ovest;Piemonte;CN;C441;1;2;0;3;0;6
Sud;Puglia;FG;C442;0;2;1;0;0;3
Nord Ovest;Liguria;SV;C443;6;26,33;16,75;7,5;4;60,58
Sud;Campania;SA;C444;0;2;0,8;0;0,67;3,47
Centro;Lazio;VT;C446;1;0;2;1;5;9
Centro;Lazio;VT;C447;1;5;3,5;1;0;10,5
Sud;Puglia;BR;C448;2;3;2,67;2;8,97;18,64
Sud;Abruzzo ;TE;C449;0;2;1;5;2,55;10,55
Nord Ovest;Piemonte;VC;C450;1;5;0,5;1;2,17;9,67
Sud;Calabria;CZ;C453;1;1;0;1;0;3
Nord Ovest;Lombardia;BG;C456;0;4;6;1,5;10;21,5
Nord Ovest;Lombardia;BG;C457;2;4;8;4;13,5;31,5
Nord Est;Veneto;BL;C458;0;4,25;2;0;2;8,25
Nord Ovest;Lombardia;BG;C459;0;10,5;7,58;4,7;3,5;26,28
Nord Est;Veneto;RO;C461;0;1;2;1;3;7
Nord Ovest;Liguria;SV;C463;0;11;6;7;5;29
Nord Ovest;Piemonte;CN;C466;1;19,57;20,15;12,58;11,5;64,8
Nord Est;Emilia-Romagna;FE;C469;5;57;54,58;30,75;33,8;181,13
Sud;Campania;SA;C470;5,88;9,14;11,6;3,54;10,08;40,24
Isole;Sicilia;EN;C471;7;5;6;3;3;24
Sud;Calabria;CZ;C472;0;2;1;0;0;3
Sud;Abruzzo ;PE;C474;3,17;5;8,61;5;17,67;39,45
Sud;Campania;BN;C476;5;2,4;0;2,33;2,5;12,23
Nord Ovest;Piemonte;VB;C478;2;3;0;0;3;8
Centro;Lazio;FR;C479;0;8,66;9;7;13;37,66
Isole;Sicilia;EN;C480;1;0;0;1,57;1;3,57
Nord Ovest;Liguria;GE;C481;4,72;13,5;8;10;3,5;39,72
Nord Ovest;Lombardia;CO;C482;0;2;1;0;0;3
Nord Ovest;Piemonte;NO;C483;2;7,92;8,55;3;7,83;29,3
Nord Ovest;Lombardia;PV;C484;1;4;5,5;5;7,5;23
Sud;Campania;SA;C485;3;1;3,17;1;0,5;8,67
Sud;Molise;CB;C486;0;0;0;1;1,5;2,5
Nord Ovest;Piemonte;TO;C487;0;2;3,17;2,34;0;7,51
Sud;Molise;CB;C488;0;1;1;0;1,06;3,06
Sud;Calabria;CS;C489;0;2;1;2;0;5
Sud;Abruzzo ;AQ;C492;0;1;0;1;0;2
Nord Ovest;Lombardia;SO;C493;0;1;0;1;0;2
Nord Est;Friuli- Venezia Giulia;UD;C494;1;0;0,33;1;1,33;3,66
Sud;Campania;NA;C495;10;19;18;21;10,17;78,17
Isole;Sicilia;PA;C496;1;6;6;5,33;3,67;22
Nord Ovest;Piemonte;TO;C497;2,28;8;4;1;0;15,28
Nord Est;Veneto;VR;C498;1;17,17;24,33;20,17;42,91;105,58
Nord Est;Veneto;RO;C500;3;1;4,13;3,25;8;19,38
Nord Ovest;Lombardia;MN;C502;0,5;0;2,17;5;3;10,67
Nord Ovest;Piemonte;AL;C503;0;0;0;1;1,33;2,33
Nord Ovest;Piemonte;CN;C504;0;0;0,44;4;3;7,44
Nord Ovest;Piemonte;TO;C505;3,5;2,5;0,5;0;0;6,5
Nord Ovest;Lombardia;BG;C506;1;6;5;2,5;0;14,5
Nord Ovest;Piemonte;AL;C507;0;0;0;0;2;2
Nord Ovest;Lombardia;PV;C508;0;0,5;0;0;0;0,5
Nord Ovest;Lombardia;PV;C509;0;2;0;1;1;4
Nord Ovest;Liguria;SV;C510;40,5;70,42;12,1;2;1;126,02
Nord Ovest;Liguria;IM;C511;17;13,8;6,5;1;0;38,3
Nord Ovest;Lombardia;MI;C512;6;17;20;10,5;5;58,5
Nord Est;Emilia-Romagna;PC;C513;0,79;0;0;0;1;1,79
Sud;Puglia;FG;C514;73,04;54,27;55,11;88,08;38,16;308,66
Sud;Calabria;CS;C515;0;3;5;1;1;10
Nord Ovest;Lombardia;CO;C516;1;21;19,08;13;7;61,08
Sud;Abruzzo ;TE;C517;1,28;0,78;0;0,33;0;2,39
Centro;Lazio;RM;C518;2;4;1;1,5;0;8,5
Nord Ovest;Lombardia;CO;C520;2;20,35;16,19;2,5;10;51,04
Nord Ovest;Lombardia;LC;C521;0;11;7;7;6,17;31,17
Nord Ovest;Lombardia;MI;C523;27,36;120;131,06;60,34;31,19;369,95
Centro;Marche;AN;C524;0;3,5;3;5;2,5;14
Sud;Campania;BN;C525;0;2,92;2;1,81;2;8,73
Nord Ovest;Piemonte;BI;C526;0;1;1;0;1;3
Centro;Umbria;PG;C527;0;2,83;1;1;2,67;7,5
Nord Ovest;Piemonte;AT;C528;0;0;0;1;0,5;1,5
Centro;Toscana;FI;C529;2,5;15,67;13,21;14,17;10,5;56,05
Nord Ovest;Piemonte;CN;C530;0;0;2;0;1;3
Nord Ovest;Piemonte;AL;C531;0;0;2;1;2;5
Nord Ovest;Piemonte;BI;C532;0,33;2;5;1,33;10,83;19,49
Nord Ovest;Piemonte;AT;C533;0;0;1;0,5;0;1,5
Sud;Molise;IS;C534;1;0;2;1;0;4
Nord Ovest;Lombardia;MI;C536;4;14;3;9,8;8,5;39,3
Nord Ovest;Lombardia;MI;C537;7;40,84;20,8;10;11,89;90,53
Nord Est;Veneto;VR;C538;2;5,94;7,56;3,06;2;20,56
Sud;Basilicata;PZ;C539;1;2,5;1;0;0;4,5
Centro;Toscana;FI;C540;10,88;36,24;27,58;24,84;17,51;117,05
Nord Ovest;Lombardia;PV;C541;8,66;12;18,58;8;6;53,24
Sud;Calabria;CZ;C542;0;0;0;1,83;1;2,83
Centro;Lazio;RM;C543;3;7;0,67;1;3;14,67
Nord Est;Veneto;PD;C544;0;3;7;4;4;18
Centro;Lazio;FR;C545;0;4;5,67;2;4,25;15,92
Nord Ovest;Piemonte;CN;C547;2;7;8;3,5;10,83;31,33
Nord Ovest;Piemonte;VC;C548;0;0;0;0;0;0
Nord Ovest;Lombardia;BS;C549;0;1;0;0;1;2
Nord Ovest;Piemonte;CN;C550;0;1;7;4;7;19
Nord Ovest;Lombardia;PV;C551;0;1;3;2;2;8
Centro;Lazio;RM;C552;53,83;129,79;62,79;46,64;34,65;327,7
Nord Est;Emilia-Romagna;RA;C553;34,89;205,73;78,65;23,72;20,32;363,31
Sud;Calabria;CS;C554;1;1;0;0;0;2
Nord Ovest;Lombardia;LO;C555;0,72;8,22;5,5;5,5;6;25,94
Sud;Campania;AV;C557;12,8;13,3;9;10,97;14,67;60,74
Sud;Campania;CE;C558;9,41;5,33;4;7,39;3;29,13
Nord Ovest;Liguria;IM;C559;4;14;3;2,5;3;26,5
Sud;Calabria;CS;C560;1,34;0;2,17;1,17;3;7,68
Sud;Campania;CE;C561;4;7;18;10;6,68;45,68
Nord Est;Veneto;BL;C562;1;2;3;2;3,34;11,34
Nord Ovest;Lombardia;LC;C563;1;0,17;4;5;2,34;12,51
Nord Ovest;Piemonte;TO;C564;27,5;33,27;8;3,75;4;76,52
Nord Ovest;Lombardia;MI;C565;13;96,33;52,06;7,2;2,17;170,76
Nord Ovest;Lombardia;MI;C566;19,5;122,9;66,1;25,35;15,91;249,76
Nord Ovest;Piemonte;VB;C567;1,24;1,5;0;0;0,33;3,07
Isole;Sicilia;ME;C568;1,5;3,5;0;0,86;2,24;8,1
Nord Ovest;Lombardia;MI;C569;13,5;65,57;48,17;20,92;19,67;167,83
Nord Est;Emilia-Romagna;FO;C573;48,31;182,9;172,62;86,62;97,78;588,23
Nord Est;Emilia-Romagna;FO;C574;48,36;89,56;44,09;26,08;11,33;219,42
Sud;Campania;AV;C576;0;0;4;3,5;4;11,5
Nord Est;Veneto;BL;C577;1,27;4,44;3;7;8,16;23,87
Nord Ovest;Liguria;IM;C578;0;2;0;0;0;2
Nord Est;Veneto;TV;C580;0;3;0;8;7,5;18,5
Sud;Calabria;VV;C581;1;0;0,5;0;0,5;2
Centro;Marche;MC;C582;0;0;0;0;0;0
Nord Ovest;Piemonte;AT;C583;1;0;0;0;4;5
Sud;Campania;SA;C584;3;0;0;0;0;3
Nord Ovest;Lombardia;BS;C585;0;2;0;1;2;5
Centro;Toscana;SI;C587;1;3,75;7,5;2;9;23,25
Sud;Calabria;CS;C588;0,56;7,65;10,78;5,33;3;27,32
Nord Ovest;Piemonte;CN;C589;0;17,94;10;5;8;40,94
Nord Ovest;Lombardia;BS;C591;1;3;8,9;0;2;14,9
Nord Ovest;Valle d'Aosta;AO;C593;6;4;0;0,5;1;11,5
Nord Ovest;Valle d'Aosta;AO;C594;2;2;1;0;0;5
Nord Ovest;Valle d'Aosta;AO;C595;0;0;0;2;0;2
Nord Ovest;Valle d'Aosta;AO;C596;0;0;0;3;0;3
Nord Ovest;Valle d'Aosta;AO;C598;2;4;2;0;0;8
Nord Ovest;Piemonte;CN;C599;1;20;15,5;15;20,5;72
Isole;Sardegna;SS;C600;0;0;0;0,5;1;1,5
Nord Ovest;Piemonte;TO;C604;0;1,5;0,9;2;0,17;4,57
Nord Est;Veneto;VI;C605;2;9,83;20,83;16,67;12;61,33
Sud;Campania;AV;C606;2;1;0;0;1,83;4,83
Centro;Toscana;SI;C608;6;12,06;9;5;5,75;37,81
Centro;Toscana;PI;C609;0;1;3,3;1;0;5,3
Nord Ovest;Piemonte;TO;C610;1;1;2;1;1;6
Isole;Sicilia;RG;C612;7,47;11,17;13;5,8;6,5;43,94
Isole;Sardegna;SS;C613;3;0;0;0,06;0;3,06
Nord Est;Veneto;TV;C614;0;2;3;1;8,5;14,5
Centro;Marche;AN;C615;7,17;26,25;34;20,5;16;103,92
Sud;Calabria;CZ;C616;4;6,5;3,94;4;3,8;22,24
Nord Ovest;Lombardia;BS;C618;8;16;31,88;21;16,93;93,81
Sud;Basilicata;PZ;C619;0;5;2;0;2;9
Sud;Molise;IS;C620;0;0;1;0;1;2
Nord Ovest;Liguria;GE;C621;25,24;91;54,59;26,36;4,83;202,02
Nord Ovest;Lombardia;SO;C623;4,34;16;13,5;7,17;3,08;44,09
Nord Ovest;Piemonte;TO;C624;1;3;0;3;4;11
Nord Ovest;Piemonte;TO;C627;10;101,17;68,83;57,74;38,39;276,13
Nord Ovest;Lombardia;SO;C628;10;17;8;1;0;36
Nord Ovest;Piemonte;TO;C629;0;0,04;0;0,5;0;0,54
Nord Est;Veneto;BL;C630;3,92;2,12;2,67;1,67;4,5;14,88
Centro;Toscana;PT;C631;0,53;1;6;3,03;8,53;19,09
Sud;Abruzzo ;CH;C632;21;88,58;114,75;59,87;30,16;314,36
Sud;Puglia;FG;C633;4;7;4,5;3;1;19,5
Nord Ovest;Lombardia;CR;C634;2;11,5;5;3;3;24,5
Nord Ovest;Lombardia;BG;C635;1;11;8;8;2,27;30,27
Nord Ovest;Lombardia;PV;C637;1;2;4;5;5,5;17,5
Nord Est;Veneto;VE;C638;87,72;147,5;128,27;68,55;56,87;488,91
Nord Ovest;Piemonte;TO;C639;9;11;0;1;0;21
Nord Est;Friuli- Venezia Giulia;PN;C640;1;6;8;1,5;14,14;30,64
Centro;Toscana;AR;C648;0;0;0;0;1;1
Nord Ovest;Lombardia;BG;C649;1;4;11,5;11,5;8;36
Nord Est;Veneto;VI;C650;0;2;3;1;7;13
Nord Ovest;Lombardia;SO;C651;0;1;1;2;4;8
Nord Ovest;Piemonte;CN;C653;4;10,33;7,83;6,5;6;34,66
Isole;Sicilia;PA;C654;0,22;2;3,78;5;2;13
Nord Ovest;Piemonte;TO;C655;1;4;1;1;0,5;7,5
Nord Est;Friuli- Venezia Giulia;UD;C656;3,5;3;1;0;0,25;7,75
Nord Ovest;Liguria;IM;C657;1;1;1;1;2;6
Nord Ovest;Piemonte;AT;C658;0;0;0;1;1;2
Sud;Campania;AV;C659;0;1;2,5;1;1;5,5
Nord Ovest;Liguria;IM;C660;1;0;0;0;0;1
Centro;Toscana;SI;C661;1;3;3;0,5;2;9,5
Centro;Toscana;SI;C662;1,83;12,75;12,5;7,67;7;41,75
Centro;Toscana;AR;C663;0;1,17;1,75;2;5,17;10,09
Nord Ovest;Piemonte;TO;C665;3;78,2;71,83;34,6;31;218,63
Isole;Sicilia;AG;C668;5,67;19,17;12;5,83;6,58;49,25
Nord Est;Emilia-Romagna;RE;C669;0;4;2,5;3;3,5;13
Nord Est;Veneto;TV;C670;0;3;6;6;11,08;26,08
Nord Est;Veneto;BL;C672;0,5;1,5;0;0;0;2
Nord Ovest;Liguria;GE;C673;1;3,67;6;5,78;1;17,45
Sud;Calabria;CZ;C674;0;3,46;0;1;0;4,46
Sud;Campania;NA;C675;5;3,93;10;6;13,5;38,43
Sud;Campania;SA;C676;2;5;6;2;0;15
Centro;Lazio;RM;C677;1;6,5;4;4;1;16,5
Nord Ovest;Lombardia;CR;C678;0;0;0;0;2,5;2,5
Nord Ovest;Piemonte;TO;C679;0;0;0;0;1;1
Nord Ovest;Piemonte;VC;C680;0;3;4;4;7,5;18,5
Nord Ovest;Piemonte;CN;C681;0;0;1;0;0;1
Nord Ovest;Lombardia;PV;C684;0;3,5;3;1,17;2;9,67
Nord Ovest;Lombardia;BS;C685;0;0;0;1;2,06;3,06
Nord Ovest;Lombardia;PV;C686;0;8;10;7,75;12,5;38,25
Nord Est;Veneto;TV;C689;0;3;3;3;6,09;15,09
Nord Ovest;Lombardia;BS;C691;0;1,13;1,27;2;1;5,4
Sud;Calabria;RC;C695;0;1;1;0;1;3
Isole;Sicilia;PA;C696;0;0,86;5;4;5;14,86
Sud;Campania;NA;C697;4;2;3,25;5;1,25;15,5
Nord Ovest;Lombardia;BS;C698;1,33;1,67;0,33;0,33;1;4,66
Nord Est;Friuli- Venezia Giulia;PN;C699;0;0;0;1;1,19;2,19
Nord Ovest;Piemonte;AT;C701;0;1,67;0;0;1,06;2,73
Centro;Lazio;RM;C702;2;0;0,5;1;1;4,5
Nord Ovest;Lombardia;CR;C703;0;0;1;2,44;3,44;6,88
Centro;Marche;MC;C704;0;13;15,5;13;15;56,5
Centro;Toscana;GR;C705;0;5;4;5;2;16
Nord Ovest;Lombardia;MI;C707;57,56;233,55;98,8;23,83;17,28;431,02
Isole;Sicilia;PA;C708;9,24;15,7;8,25;16,37;10,5;60,06
Nord Ovest;Lombardia;SO;C709;0;1;0;0;0;1
Sud;Calabria;RC;C710;1;5,5;2;4,5;1,5;14,5
Nord Ovest;Piemonte;TO;C711;0;0;1;0;0;1
Nord Est;Veneto;PD;C713;0;4;0;1;6;11
Nord Est;Veneto;VE;C714;2;0;1;5;4,78;12,78
Nord Ovest;Piemonte;TO;C715;0;0;1;1,5;1,5;4
Sud;Campania;CE;C716;1;0;0;0;0;1
Nord Ovest;Liguria;IM;C718;8;19,25;6;0;6;39,25
Sud;Campania;BN;C719;2;1;2,13;0;4;9,13
Nord Ovest;Piemonte;TO;C722;6;38,5;31,59;23,58;16,5;116,17
Sud;Basilicata;MT;C723;4;2;0;1;1;8
Nord Ovest;Lombardia;CO;C724;2;6;1;0;2;11
Sud;Calabria;KR;C725;4;3,5;3;0;0;10,5
Sud;Calabria;KR;C726;6;20,21;18;6;12,5;62,71
Nord Ovest;Lombardia;BG;C728;1;10,5;18,5;5;0,61;35,61
Nord Ovest;Liguria;SV;C729;3;2;1;1;1;8
Nord Ovest;Lombardia;BG;C730;4;9;16;5,5;6,9;41,4
Nord Ovest;Lombardia;VA;C732;4;21,67;24,25;11;21,5;82,42
Nord Ovest;Lombardia;MI;C733;1;27,5;17;8;14;67,5
Nord Est;Veneto;VI;C734;0;0;1;0;4;5
Nord Est;Veneto;TV;C735;0;2;4;3;2,5;11,5
Nord Ovest;Piemonte;CN;C738;0,33;0;0;1;1;2,33
Nord Ovest;Piemonte;AT;C739;1;2;1,17;2;4;10,17
Centro;Lazio;LT;C740;7,28;43,58;68,5;26,31;20,67;166,34
Sud;Puglia;BR;C741;10,33;22,94;16,13;8,17;4,5;62,07
Centro;Umbria;PG;C742;0,42;2,42;2;6;6;16,84
Nord Est;Veneto;PD;C743;3;12,25;12,5;14;30;71,75
Centro;Umbria;PG;C744;3;18;22,83;6,5;9,72;60,05
Centro;Umbria;PG;C745;7,83;37,83;61,72;40,5;41,5;189,38
Centro;Lazio;RI;C746;8;10,5;18,16;7,08;6;49,74
Sud;Calabria;RC;C747;9;9,03;9;6,84;3,67;37,54
Centro;Lazio;RI;C749;2,78;0;0;1,83;0;4,61
Sud;Abruzzo ;PE;C750;0,5;36,5;27,5;16;14;94,5
Nord Ovest;Lombardia;VA;C751;0;7;8,43;4;5,99;25,42
Nord Ovest;Lombardia;LC;C752;1;5,08;5,13;5;3,5;19,71
Nord Ovest;Lombardia;CO;C754;1;0;2,07;0;3;6,07
Nord Ovest;Liguria;IM;C755;6;3;1;1;1;12
Nord Ovest;Piemonte;VC;C757;0;0;0;0;0;0
Nord Est;Friuli- Venezia Giulia;UD;C758;0;26;27,25;13,75;26,39;93,39
Nord Ovest;Lombardia;BG;C759;0;5;7,83;5,84;4;22,67
Nord Ovest;Lombardia;BS;C760;0;2,5;3;3;1;9,5
Sud;Calabria;CS;C763;0;1;0;0;1;2
Sud;Molise;CB;C764;4;3;1;1;0;9
Centro;Lazio;VT;C765;7;25,51;19,61;9;4;65,12
Sud;Abruzzo ;AQ;C766;2,66;4;2;0;1;9,66
Centro;Lazio;RM;C767;5,83;19,3;14;5,7;11,5;56,33
Sud;Abruzzo ;CH;C768;0;0;0;0;0;0
Sud;Molise;IS;C769;0;0;0;1;1,98;2,98
Centro;Marche;MC;C770;30,8;111,62;74,77;38,34;26;281,53
Sud;Abruzzo ;PE;C771;0;0,42;0;1;1;2,42
Sud;Molise;CB;C772;4,5;3,5;0;1;0,5;9,5
Centro;Lazio;RM;C773;25,33;145,75;117,45;50,26;31,73;370,52
Centro;Toscana;AR;C774;1;10,83;7,1;4;11,47;34,4
Sud;Abruzzo ;CH;C776;0;0;0;1;0;1
Nord Est;Emilia-Romagna;FO;C777;1;4;3,33;5,1;4,21;17,64
Sud;Abruzzo ;AQ;C778;0;1;2;0;1;4
Sud;Abruzzo ;PE;C779;1;0,33;0;0,5;2;3,83
Centro;Lazio;VT;C780;1;2;1;0;3,22;7,22
Sud;Abruzzo ;TE;C781;2;2;3;1;3,52;11,52
Centro;Toscana;GR;C782;2;4,2;3;1;0,5;10,7
Sud;Abruzzo ;AQ;C783;2;1,05;3;1;0;7,05
Centro;Lazio;RM;C784;3;5;3;1;0;12
Nord Ovest;Lombardia;SO;C785;3;8;2,67;2;3;18,67
Nord Ovest;Lombardia;CO;C787;0;0;1;1;2;4
Nord Ovest;Lombardia;BG;C789;0,33;0;1,25;0;1,25;2,83
Nord Est;Friuli- Venezia Giulia;PN;C790;1,33;0;1,33;0;1,17;3,83
Nord Est;Friuli- Venezia Giulia;PN;C791;1;2;2;2;2,33;9,33
Nord Ovest;Piemonte;CN;C792;0;0;1;2,5;3;6,5
Nord Ovest;Piemonte;TO;C793;2;4,5;0;0;0;6,5
Sud;Calabria;CS;C795;0;2;2;1;1;6
Nord Ovest;Lombardia;VA;C796;2;3;3;2;4;14
Nord Ovest;Lombardia;BG;C800;13;34,3;17,13;9;4;77,43
Nord Ovest;Piemonte;TO;C801;1;3;1;1,42;2,25;8,67
Nord Ovest;Piemonte;TO;C803;20;15,44;9,5;3;11,5;59,44
Nord Ovest;Piemonte;AT;C804;0;0;0;0;1;1
Nord Ovest;Lombardia;BS;C806;0;9,5;15;9,5;10;44
Nord Ovest;Piemonte;AT;C807;0;1;1;1;5;8
